Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
148,47,29,Four-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2010 Hyundai Tucson Limited 4WD,Hyundai,2010 Hyundai Tucson,2010,176,168
120,47,29,Four-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2010 Hyundai Tucson GLS AT 4WD,Hyundai,2010 Hyundai Tucson,2010,176,168
120,47,29,Four-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2010 Hyundai Tucson GLS PZEV 4WD,Hyundai,2010 Hyundai Tucson,2010,170,163
148,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,31,Automatic transmission,2010 Hyundai Tucson Limited PZEV,Hyundai,2010 Hyundai Tucson,2010,170,163
120,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,31,Automatic transmission,2010 Hyundai Tucson GLS AT,Hyundai,2010 Hyundai Tucson,2010,176,168
120,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,31,Automatic transmission,2010 Hyundai Tucson GLS PZEV,Hyundai,2010 Hyundai Tucson,2010,170,163
127,9,211,Rear-wheel drive,BMW 3.0L 6 Cylinder 300 hp 300 ft-lbs,TRUE,6,6 Speed Manual,20,Gasoline,28,Manual transmission,2011 BMW 135i Coupe,BMW Motorrad,2011 BMW 1 Series Coupe,2011,300,300
142,9,211,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2011 BMW 128i Coupe AT,BMW Motorrad,2011 BMW 1 Series Coupe,2011,230,200
142,9,211,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,28,Manual transmission,2011 BMW 128i Coupe,BMW Motorrad,2011 BMW 1 Series Coupe,2011,230,200
134,53,79,Rear-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,14,Gasoline,21,Automatic transmission,2010 Mercedes-Benz CLS550,Mercedes,2010 Mercedes-Benz CLS-Class,2010,382,391
109,53,79,Rear-wheel drive,Mercedes-AMG 6.2L 8 Cylinder 507 hp 465 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2010 Mercedes-Benz CLS63 AMG,AMG,2010 Mercedes-Benz CLS-Class,2010,507,465
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Convertible 1LT,Chevrolet,2011 Chevrolet Corvette Convertible,2011,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Convertible 1LT AT,Chevrolet,2011 Chevrolet Corvette Convertible,2011,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Convertible 2LT,Chevrolet,2011 Chevrolet Corvette Convertible,2011,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Convertible 2LT AT,Chevrolet,2011 Chevrolet Corvette Convertible,2011,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Convertible 3LT,Chevrolet,2011 Chevrolet Corvette Convertible,2011,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Convertible 3LT AT,Chevrolet,2011 Chevrolet Corvette Convertible,2011,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Convertible 4LT,Chevrolet,2011 Chevrolet Corvette Convertible,2011,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Convertible 4LT AT,Chevrolet,2011 Chevrolet Corvette Convertible,2011,430,424
134,53,79,Rear-wheel drive,Mercedes-Benz 6.2L 8 Cylinder 507 hp 465 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2011 Mercedes-Benz CLS63 AMG,Mercedes-AMG,2011 Mercedes-Benz CLS-Class,2011,507,465
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2010 Chevrolet Corvette Convertible 1LT,Chevrolet,2010 Chevrolet Corvette Convertible,2010,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2010 Chevrolet Corvette Convertible 1LT AT,Chevrolet,2010 Chevrolet Corvette Convertible,2010,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2010 Chevrolet Corvette Convertible 2LT,Chevrolet,2010 Chevrolet Corvette Convertible,2010,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2010 Chevrolet Corvette Convertible 2LT AT,Chevrolet,2010 Chevrolet Corvette Convertible,2010,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2010 Chevrolet Corvette Convertible 3LT,Chevrolet,2010 Chevrolet Corvette Convertible,2010,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2010 Chevrolet Corvette Convertible 3LT AT,Chevrolet,2010 Chevrolet Corvette Convertible,2010,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2010 Chevrolet Corvette Convertible 4LT,Chevrolet,2010 Chevrolet Corvette Convertible,2010,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2010 Chevrolet Corvette Convertible 4LT AT,Chevrolet,2010 Chevrolet Corvette Convertible,2010,430,424
71,230,41,Front-wheel drive,Hyundai 3.8L 6 Cylinder 265 hp 262 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 Mitsubishi Eclipse GT,Mitsubishi,2012 Mitsubishi Eclipse Coupe,2012,265,262
71,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2012 Mitsubishi Eclipse SE,Mitsubishi,2012 Mitsubishi Eclipse Coupe,2012,162,162
71,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2012 Mitsubishi Eclipse GS AT,Mitsubishi,2012 Mitsubishi Eclipse Coupe,2012,162,162
71,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,28,Manual transmission,2012 Mitsubishi Eclipse GS,Mitsubishi,2012 Mitsubishi Eclipse Coupe,2012,162,162
71,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2012 Mitsubishi Eclipse GS-Sport,Mitsubishi,2012 Mitsubishi Eclipse Coupe,2012,162,162
71,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2011 Mitsubishi Eclipse GS AT,Mitsubishi,2011 Mitsubishi Eclipse Coupe,2011,162,162
71,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,28,Manual transmission,2011 Mitsubishi Eclipse GS,Mitsubishi,2011 Mitsubishi Eclipse Coupe,2011,162,162
71,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2011 Mitsubishi Eclipse GS-Sport,Mitsubishi,2011 Mitsubishi Eclipse Coupe,2011,162,162
71,230,41,Front-wheel drive,Hyundai 3.8L 6 Cylinder 265 hp 262 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2011 Mitsubishi Eclipse GT,Mitsubishi,2011 Mitsubishi Eclipse Coupe,2011,265,262
71,230,41,Front-wheel drive,Hyundai 3.8L 6 Cylinder 265 hp 262 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2010 Mitsubishi Eclipse GT AT,Mitsubishi,2010 Mitsubishi Eclipse Coupe,2010,265,262
71,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,28,Manual transmission,2010 Mitsubishi Eclipse GS,Mitsubishi,2010 Mitsubishi Eclipse Coupe,2010,162,162
71,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,27,Automatic transmission,2010 Mitsubishi Eclipse GS-Sport,Mitsubishi,2010 Mitsubishi Eclipse Coupe,2010,162,162
71,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,27,Automatic transmission,2010 Mitsubishi Eclipse GS AT,Mitsubishi,2010 Mitsubishi Eclipse Coupe,2010,162,162
71,230,41,Front-wheel drive,Hyundai 3.8L 6 Cylinder 265 hp 262 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,25,Manual transmission,2010 Mitsubishi Eclipse GT,Mitsubishi,2010 Mitsubishi Eclipse Coupe,2010,265,262
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2012 Chevrolet Corvette Coupe 1LT,Chevrolet,2012 Chevrolet Corvette Coupe,2012,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2012 Chevrolet Corvette Coupe 1LT AT,Chevrolet,2012 Chevrolet Corvette Coupe,2012,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2012 Chevrolet Corvette Coupe 2LT,Chevrolet,2012 Chevrolet Corvette Coupe,2012,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2012 Chevrolet Corvette Coupe 2LT AT,Chevrolet,2012 Chevrolet Corvette Coupe,2012,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2012 Chevrolet Corvette Coupe 3LT,Chevrolet,2012 Chevrolet Corvette Coupe,2012,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2012 Chevrolet Corvette Coupe 3LT AT,Chevrolet,2012 Chevrolet Corvette Coupe,2012,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2012 Chevrolet Corvette Coupe 4LT,Chevrolet,2012 Chevrolet Corvette Coupe,2012,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2012 Chevrolet Corvette Coupe 4LT AT,Chevrolet,2012 Chevrolet Corvette Coupe,2012,430,424
148,12,24,Front-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.,TRUE,4,4 Speed Automatic,22,Gasoline,28,Automatic transmission,2010 Toyota RAV4,Toyota,2010 Toyota RAV4,2010,179,172
148,12,24,Four-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.,TRUE,4,4 Speed Automatic,21,Gasoline,27,Automatic transmission,2010 Toyota RAV4 4WD,Toyota,2010 Toyota RAV4,2010,179,172
148,12,24,Front-wheel drive,Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.,TRUE,5,5 Speed Automatic,19,Gasoline,27,Automatic transmission,2010 Toyota RAV4 V6,Toyota,2010 Toyota RAV4,2010,269,246
148,12,24,Four-wheel drive,Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.,TRUE,5,5 Speed Automatic,19,Gasoline,26,Automatic transmission,2010 Toyota RAV4 V6 4WD,Toyota,2010 Toyota RAV4,2010,269,246
208,12,62,Front-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.,TRUE,4,4 Speed Automatic,22,Gasoline,28,Automatic transmission,2010 Toyota RAV4 Sport,Toyota,2010 Toyota RAV4,2010,179,172
208,12,62,Four-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.,TRUE,4,4 Speed Automatic,21,Gasoline,27,Automatic transmission,2010 Toyota RAV4 Sport 4WD,Toyota,2010 Toyota RAV4,2010,179,172
208,12,62,Front-wheel drive,Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.,TRUE,5,5 Speed Automatic,19,Gasoline,27,Automatic transmission,2010 Toyota RAV4 Sport V6,Toyota,2010 Toyota RAV4,2010,269,246
208,12,62,Four-wheel drive,Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.,TRUE,5,5 Speed Automatic,19,Gasoline,26,Automatic transmission,2010 Toyota RAV4 Sport V6 4WD,Toyota,2010 Toyota RAV4,2010,269,246
208,12,62,Front-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.,TRUE,4,4 Speed Automatic,22,Gasoline,28,Automatic transmission,2010 Toyota RAV4 Limited,Toyota,2010 Toyota RAV4,2010,179,172
208,12,62,Four-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.,TRUE,4,4 Speed Automatic,21,Gasoline,27,Automatic transmission,2010 Toyota RAV4 Limited 4WD,Toyota,2010 Toyota RAV4,2010,179,172
208,12,62,Front-wheel drive,Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.,TRUE,5,5 Speed Automatic,19,Gasoline,27,Automatic transmission,2010 Toyota RAV4 Limited V6,Toyota,2010 Toyota RAV4,2010,269,246
208,12,62,Four-wheel drive,Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.,TRUE,5,5 Speed Automatic,19,Gasoline,26,Automatic transmission,2010 Toyota RAV4 Limited V6 4WD,Toyota,2010 Toyota RAV4,2010,269,246
94,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,27,Automatic transmission,2012 Mitsubishi Eclipse Spyder GS-Sport,Mitsubishi,2012 Mitsubishi Eclipse Spyder,2012,162,162
94,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,27,Automatic transmission,2012 Mitsubishi Eclipse Spyder SE,Mitsubishi,2012 Mitsubishi Eclipse Spyder,2012,162,162
94,230,41,Front-wheel drive,Hyundai 3.8L 6 Cylinder 265 hp 262 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2012 Mitsubishi Eclipse Spyder GT,Mitsubishi,2012 Mitsubishi Eclipse Spyder,2012,265,262
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Coupe 1LT,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Coupe 1LT AT,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Coupe 2LT,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Coupe 2LT AT,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Coupe 3LT,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Coupe 3LT AT,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Coupe 4LT,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,424
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Coupe 4LT AT,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,424
94,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,27,Automatic transmission,2011 Mitsubishi Eclipse Spyder GS-Sport,Mitsubishi,2011 Mitsubishi Eclipse Spyder,2011,162,162
94,230,41,Front-wheel drive,Hyundai 3.8L 6 Cylinder 265 hp 262 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2011 Mitsubishi Eclipse Spyder GT,Mitsubishi,2011 Mitsubishi Eclipse Spyder,2011,265,262
109,230,41,Front-wheel drive,Hyundai 3.8L 6 Cylinder 265 hp 262 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2010 Mitsubishi Eclipse Spyder GT,Mitsubishi,2010 Mitsubishi Eclipse Spyder,2010,265,262
101,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2010 Mitsubishi Eclipse Spyder GS,Mitsubishi,2010 Mitsubishi Eclipse Spyder,2010,162,162
231,238,77,Front-wheel drive,Hyundai 3.8L 6 Cylinder 225 hp 255 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Mitsubishi Endeavor LS,Mitsubishi,2011 Mitsubishi Endeavor,2011,225,255
231,238,77,Front-wheel drive,Hyundai 3.8L 6 Cylinder 225 hp 255 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Mitsubishi Endeavor SE,Mitsubishi,2011 Mitsubishi Endeavor,2011,225,255
231,238,77,All-wheel drive,Hyundai 3.8L 6 Cylinder 225 hp 255 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,15,Gasoline,19,Automatic transmission,2011 Mitsubishi Endeavor SE AWD,Mitsubishi,2011 Mitsubishi Endeavor,2011,225,255
231,238,77,Front-wheel drive,Hyundai 3.8L 6 Cylinder 225 hp 255 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Mitsubishi Endeavor LS,Mitsubishi,2010 Mitsubishi Endeavor,2010,225,255
231,238,77,Front-wheel drive,Hyundai 3.8L 6 Cylinder 225 hp 255 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Mitsubishi Endeavor SE,Mitsubishi,2010 Mitsubishi Endeavor,2010,225,255
231,238,77,All-wheel drive,Hyundai 3.8L 6 Cylinder 225 hp 255 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,15,Gasoline,19,Automatic transmission,2010 Mitsubishi Endeavor SE AWD,Mitsubishi,2010 Mitsubishi Endeavor,2010,225,255
193,245,46,Front-wheel drive,Hyundai 2.4L 4 Cylinder 160 hp 157 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2011 Mitsubishi Galant SE,Mitsubishi,2011 Mitsubishi Galant,2011,160,157
190,245,46,Front-wheel drive,Hyundai 2.4L 4 Cylinder 160 hp 157 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2011 Mitsubishi Galant ES,Mitsubishi,2011 Mitsubishi Galant,2011,160,157
190,245,46,Front-wheel drive,Hyundai 2.4L 4 Cylinder 160 hp 157 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2010 Mitsubishi Galant ES,Mitsubishi,2010 Mitsubishi Galant,2010,160,157
193,245,46,Front-wheel drive,Hyundai 2.4L 4 Cylinder 160 hp 157 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2010 Mitsubishi Galant SE,Mitsubishi,2010 Mitsubishi Galant,2010,160,157
175,251,49,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,TRUE,6,6 Speed Manual,14,Gasoline,19,Manual transmission,2011 Cadillac CTS-V Sedan,Cadillac,2011 Cadillac CTS-V Sedan,2011,556,551
175,251,49,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,TRUE,6,6 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Cadillac CTS-V Sedan AT,Cadillac,2011 Cadillac CTS-V Sedan,2011,556,551
210,220,226,Front-wheel drive,Mitsubishi 2.0L 4 Cylinder 148 hp 146 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,33,Manual transmission,2011 Mitsubishi Lancer ES,Mitsubishi,2011 Mitsubishi Lancer,2011,148,146
210,220,226,Front-wheel drive,Mitsubishi 2.0L 4 Cylinder 148 hp 146 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,33,Manual transmission,2011 Mitsubishi Lancer DE,Mitsubishi,2011 Mitsubishi Lancer,2011,148,146
210,220,226,Front-wheel drive,Mitsubishi 2.4L 4 Cylinder 168 hp 167 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2011 Mitsubishi Lancer GTS,Mitsubishi,2011 Mitsubishi Lancer,2011,168,167
210,220,226,Front-wheel drive,Mitsubishi 2.0L 4 Cylinder 152 hp 146 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Mitsubishi Lancer DE,Mitsubishi,2010 Mitsubishi Lancer,2010,152,146
210,220,226,Front-wheel drive,Mitsubishi 2.4L 4 Cylinder 168 hp 167 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,28,Manual transmission,2010 Mitsubishi Lancer GTS,Mitsubishi,2010 Mitsubishi Lancer,2010,168,167
210,220,226,Front-wheel drive,Mitsubishi 2.0L 4 Cylinder 152 hp 146 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Mitsubishi Lancer ES,Mitsubishi,2010 Mitsubishi Lancer,2010,152,146
13,233,153,All-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2011 Hyundai Veracruz Limited AWD,Hyundai,2011 Hyundai Veracruz,2010,260,257
175,2,49,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,TRUE,6,6 Speed Manual,14,Gasoline,19,Manual transmission,2010 Cadillac CTS-V Sedan,Cadillac,2010 Cadillac CTS-V Sedan,2010,556,551
175,2,49,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,TRUE,6,6 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Cadillac CTS-V Sedan AT,Cadillac,2010 Cadillac CTS-V Sedan,2010,556,551
142,200,90,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,TRUE,6,6 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Cadillac CTS-V Coupe AT,Cadillac,2011 Cadillac CTS-V Coupe,2011,556,551
142,200,90,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,TRUE,6,6 Speed Manual,14,Gasoline,19,Manual transmission,2011 Cadillac CTS-V Coupe,Cadillac,2011 Cadillac CTS-V Coupe,2011,556,551
193,12,49,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,TRUE,6,6 Speed Manual,14,Gasoline,19,Manual transmission,2011 Cadillac CTS-V Wagon,Cadillac,2011 Cadillac CTS-V Wagon,2011,556,551
